FQDN,Is_Bad,Has_A_Record,Has_AAAA_Record,Has_MX_Record,Has_TXT_Record,A_Records,AAAA_Records,MX_Records,TXT_Records,Final_Protocol_HTTPS,Status_Code_OK,HTTP_to_HTTPS_Redirect,High_Redirects,Redirects,HSTS,Certificate_Valid,Has_Suspicious_Keywords,Final_URL_Known,Certificate_Issuer,Certificate_Expiry,Domain_Age,TLD,Content_Type,IP_Analysis,Overall_Status
6wvd.la3-c2-ia2.salesforceliveagent.com,0,1,2,2,2,"136.146.19.74,136.146.21.74,136.146.22.74",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"136.146.19.74: (ASN=0, Country=0, Description=0); 136.146.21.74: (ASN=0, Country=0, Description=0); 136.146.22.74: (ASN=2, Country=2, Description=2); ",Good
ww1.idealit.org,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
ujbz.yapage.info,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
mkt1156.com,1,1,2,1,1,"52.44.141.226,52.5.115.177",,"10 reply.mkt1156.com.,20 mail1356.mkt1156.com.","""v=spf1 ip4:208.85.54.93 -all""",0,1,0,0,1,2,1,0,1,2,2,2,0,0,"52.44.141.226: (ASN=0, Country=0, Description=0); 52.5.115.177: (ASN=2, Country=2, Description=2); ",Warning
nico-giulia.duckdns.org,0,1,2,1,1,93.55.224.174,,50 nico-giulia.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"93.55.224.174: (ASN=2, Country=2, Description=2); ",Good
rpt-webhook.rejoiner.com,0,1,2,2,2,54.162.172.147,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"54.162.172.147: (ASN=0, Country=0, Description=0); ",Good
9076.302br.net,1,1,2,2,2,"54.154.185.19,54.228.18.230,54.77.211.122,54.229.182.24,54.220.210.4,52.18.242.212,52.212.176.163,54.75.59.212",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"54.154.185.19: (ASN=2, Country=2, Description=2); 54.228.18.230: (ASN=0, Country=0, Description=0); 54.77.211.122: (ASN=2, Country=2, Description=2); 54.229.182.24: (ASN=0, Country=0, Description=0); 54.220.210.4: (ASN=2, Country=2, Description=2); 52.18.242.212: (ASN=0, Country=0, Description=0); 52.212.176.163: (ASN=0, Country=0, Description=0); 54.75.59.212: (ASN=0, Country=0, Description=0); ",Warning
tmt-mail.com,0,1,2,2,1,"76.223.67.189,13.248.213.45",,,"""v=spf1 include:spf.protection.outlook.com -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"76.223.67.189: (ASN=0, Country=0, Description=0); 13.248.213.45: (ASN=0, Country=0, Description=0); ",Good
widjet.analnoe.tv,0,1,1,2,1,0.0.0.0,::,,"""1CA5DA2235A0D5074A4C2B5C02FFF9F9"",""70e1df3b081bfa704dcdd783f4cc6d96a2651ed6"",""afternic-verification-Zu2GyptzbQBYw79bexwxDE"",""v=spf1 a mx ip4:78.46.152.77 ip4:78.46.5.205 ~all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
harduponnine.live,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
applovin-eu-notify.aarki.net,1,1,2,2,2,8.39.87.32,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"8.39.87.32: (ASN=2, Country=2, Description=2); ",Suspicious
id.maytrics.com,0,1,2,2,2,85.214.235.186,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"85.214.235.186: (ASN=2, Country=2, Description=2); ",Good
redzoneairsoft.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.alivechurch.info,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.elisent.com,1,2,2,2,2,,,,,1,0,1,0,1,0,1,2,1,2,2,2,0,0,,Suspicious
vj596.infusionsoft.com,0,1,1,2,2,"104.18.6.143,104.18.7.143","2606:4700::6812:68f,2606:4700::6812:78f",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.18.6.143: (ASN=2, Country=2, Description=2); 104.18.7.143: (ASN=0, Country=0, Description=0); ",Good
bi.admicro.vn,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.elsa.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
e711d5be7cad579610006a0442874154.alldom.co.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
dot-metrix.com,1,1,2,2,2,"165.232.114.226,134.122.109.150,167.99.139.51",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"165.232.114.226: (ASN=0, Country=0, Description=0); 134.122.109.150: (ASN=0, Country=0, Description=0); 167.99.139.51: (ASN=2, Country=2, Description=2); ",Suspicious
mail-107852.weeblysite.com,0,1,2,2,2,"74.115.51.55,74.115.51.54",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"74.115.51.55: (ASN=2, Country=2, Description=2); 74.115.51.54: (ASN=0, Country=0, Description=0); ",Good
kora02.info,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
arloskye.attn.tv,0,1,2,2,2,"104.18.43.135,172.64.144.121",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.18.43.135: (ASN=0, Country=0, Description=0); 172.64.144.121: (ASN=2, Country=2, Description=2); ",Good
www.5c577fc74618431b.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
9758379.fls.doubleclick.net,1,1,2,2,2,142.251.209.38,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"142.251.209.38: (ASN=2, Country=2, Description=2); ",Suspicious
analytics-dev.elisaviihde.fi,0,1,2,2,2,195.197.95.205,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"195.197.95.205: (ASN=2, Country=2, Description=2); ",Good
ww25.zimbra.ahcodirect.com,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
mailin.b2badvantage.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
1f9c.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.68.224,13.110.71.224,13.110.66.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.68.224: (ASN=2, Country=2, Description=2); 13.110.71.224: (ASN=0, Country=0, Description=0); 13.110.66.224: (ASN=0, Country=0, Description=0); ",Good
www.servicecureviewpanel.click,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
chatgpt-lh-syvm.onrender.com,0,1,2,2,2,"216.24.57.4,216.24.57.252",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"216.24.57.4: (ASN=0, Country=0, Description=0); 216.24.57.252: (ASN=0, Country=0, Description=0); ",Good
www.teslfin.life,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
juk.linkapplied.com,0,1,2,1,2,69.16.230.165,,10 mx156.hostedmxserver.com.,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"69.16.230.165: (ASN=0, Country=0, Description=0); ",Good
www.disurm.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
dcaycc01.emltrk.com,1,1,2,2,2,"34.206.233.62,34.206.128.153,44.212.98.190,98.84.229.109",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"34.206.233.62: (ASN=0, Country=0, Description=0); 34.206.128.153: (ASN=2, Country=2, Description=2); 44.212.98.190: (ASN=2, Country=2, Description=2); 98.84.229.109: (ASN=2, Country=2, Description=2); ",Suspicious
www.ukchristmasdecor.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
wpad.root.tradedoubler.com,0,1,2,2,2,"3.65.102.223,3.124.114.76,52.58.207.29",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"3.65.102.223: (ASN=0, Country=0, Description=0); 3.124.114.76: (ASN=2, Country=2, Description=2); 52.58.207.29: (ASN=0, Country=0, Description=0); ",Good
wgrane-zdjecia.eu,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
olx.cygbymeso.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
sanalytics.solarpotenzial.ch,1,1,2,2,2,"63.140.62.27,63.140.62.222,63.140.62.17",,,,1,1,1,0,1,1,1,0,1,2,2,2,0,0,"63.140.62.27: (ASN=0, Country=0, Description=0); 63.140.62.222: (ASN=0, Country=0, Description=0); 63.140.62.17: (ASN=0, Country=0, Description=0); ",Warning
1350.jemonews.com,1,1,2,2,2,"45.133.44.20,45.133.44.21",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"45.133.44.20: (ASN=2, Country=2, Description=2); 45.133.44.21: (ASN=2, Country=2, Description=2); ",Warning
aoawebapps2b.tt.omtrdc.net,1,1,2,2,2,"66.235.152.221,66.235.152.156,66.235.152.225",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"66.235.152.221: (ASN=2, Country=2, Description=2); 66.235.152.156: (ASN=2, Country=2, Description=2); 66.235.152.225: (ASN=2, Country=2, Description=2); ",Warning
kehons.xyz,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
pyload.nininhoserver.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
claimfree19.onmypc.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ww16.snapohack.info,1,2,2,1,1,,,5 mail.h-email.net.,"""v=spf1 ip6:fd1b:212c:a5f9::/48 -all""",0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
www.kai-peng.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
xn--congecko-31a.com,1,1,1,1,1,77.37.34.49,2a02:4780:a:1470:0:28d2:31c0:3,"5 mx1.hostinger.com.,10 mx2.hostinger.com.","""yandex-verification: 316c16116f528296"",""v=spf1 include:_spf.mail.hostinger.com ~all""",1,1,1,0,1,0,1,0,1,2,2,2,0,0,"77.37.34.49: (ASN=2, Country=2, Description=2); ",Warning
metric.findly.com,0,1,2,2,2,52.8.50.214,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"52.8.50.214: (ASN=2, Country=2, Description=2); ",Good
topdivorcelawyers.live,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
traqkarr.com,1,1,1,2,2,"104.21.48.1,104.21.96.1,104.21.80.1,104.21.64.1,104.21.32.1,104.21.16.1,104.21.112.1","2606:4700:3030::6815:7001,2606:4700:3030::6815:5001,2606:4700:3030::6815:2001,2606:4700:3030::6815:3001,2606:4700:3030::6815:1001,2606:4700:3030::6815:6001,2606:4700:3030::6815:4001",,,1,0,1,0,1,0,1,2,1,2,2,2,0,0,"104.21.48.1: (ASN=2, Country=2, Description=2); 104.21.96.1: (ASN=2, Country=2, Description=2); 104.21.80.1: (ASN=2, Country=2, Description=2); 104.21.64.1: (ASN=0, Country=0, Description=0); 104.21.32.1: (ASN=2, Country=2, Description=2); 104.21.16.1: (ASN=0, Country=0, Description=0); 104.21.112.1: (ASN=2, Country=2, Description=2); ",Suspicious
www.ogloszenia-wielkopolskie24.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ww38.bluemedicare.com,1,2,2,2,2,,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
dsus.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.68.224,13.110.42.224,13.110.40.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.68.224: (ASN=0, Country=0, Description=0); 13.110.42.224: (ASN=0, Country=0, Description=0); 13.110.40.224: (ASN=2, Country=2, Description=2); ",Good
www.pleasewait-awaitingauthorization.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
z7b4g626-ios.mobile-sdk-api.intercom.io,0,1,2,2,2,"23.22.18.59,34.197.15.206",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"23.22.18.59: (ASN=2, Country=2, Description=2); 34.197.15.206: (ASN=0, Country=0, Description=0); ",Good
www.seamcommunity.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
standingtotheend.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ua.zenadservices.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
youtubemp3donusturucu.net,0,1,1,2,1,0.0.0.0,::,,"""adex-publisher=0x50Feb4DA5B76b364B77A2832CBAc972B26798169""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.1000dodsok.info,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.stagnateno.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ca.sumologic.com,0,1,2,2,2,"54.147.70.75,3.230.250.191,34.232.244.187,3.230.139.160,52.6.173.132",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"54.147.70.75: (ASN=2, Country=2, Description=2); 3.230.250.191: (ASN=2, Country=2, Description=2); 34.232.244.187: (ASN=0, Country=0, Description=0); 3.230.139.160: (ASN=2, Country=2, Description=2); 52.6.173.132: (ASN=0, Country=0, Description=0); ",Good
d3k1w8lx8mqizo.cloudfront.net,0,1,1,2,2,"108.138.192.102,108.138.192.96,108.138.192.47,108.138.192.116","2600:9000:248c:8400:e:240a:2900:93a1,2600:9000:248c:4400:e:240a:2900:93a1,2600:9000:248c:a200:e:240a:2900:93a1,2600:9000:248c:b600:e:240a:2900:93a1,2600:9000:248c:6200:e:240a:2900:93a1,2600:9000:248c:6800:e:240a:2900:93a1,2600:9000:248c:8c00:e:240a:2900:93a1,2600:9000:248c:6000:e:240a:2900:93a1",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"108.138.192.102: (ASN=2, Country=2, Description=2); 108.138.192.96: (ASN=0, Country=0, Description=0); 108.138.192.47: (ASN=0, Country=0, Description=0); 108.138.192.116: (ASN=0, Country=0, Description=0); ",Good
www.chatgptdrug.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
vxmail2.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
opd-backend.fyber.com,1,1,2,2,2,"104.20.9.63,104.20.8.63,172.67.32.244",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"104.20.9.63: (ASN=2, Country=2, Description=2); 104.20.8.63: (ASN=0, Country=0, Description=0); 172.67.32.244: (ASN=0, Country=0, Description=0); ",Suspicious
2x2sh.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.42.224,13.110.40.224,13.110.67.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.42.224: (ASN=0, Country=0, Description=0); 13.110.40.224: (ASN=2, Country=2, Description=2); 13.110.67.224: (ASN=2, Country=2, Description=2); ",Good
inpost.526512122.xyz,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
ib.aeonbankx.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
track.eecu.org,1,2,2,1,2,,,5 smtp.sparkpostmail.com.,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
sistointl.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
news.genapi.euin.getclicky.com,1,1,1,2,2,"104.16.225.240,104.16.224.240","2606:4700::6810:e0f0,2606:4700::6810:e1f0",,,1,1,1,0,2,1,1,0,1,2,2,2,0,0,"104.16.225.240: (ASN=0, Country=0, Description=0); 104.16.224.240: (ASN=2, Country=2, Description=2); ",Warning
www.uttasheilerpraxis.de,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
2imgf.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.40.224,13.110.67.224,13.110.64.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.40.224: (ASN=0, Country=0, Description=0); 13.110.67.224: (ASN=0, Country=0, Description=0); 13.110.64.224: (ASN=2, Country=2, Description=2); ",Good
usps-lwill.secure.spk854.com,1,2,2,2,2,,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
adslot.ufotosoft.com,0,1,1,2,2,"18.66.218.115,18.66.218.90,18.66.218.122,18.66.218.74","2600:9000:2247:7c00:d:9bb5:3f00:93a1,2600:9000:2247:3c00:d:9bb5:3f00:93a1,2600:9000:2247:de00:d:9bb5:3f00:93a1,2600:9000:2247:6000:d:9bb5:3f00:93a1,2600:9000:2247:0:d:9bb5:3f00:93a1,2600:9000:2247:c200:d:9bb5:3f00:93a1,2600:9000:2247:e800:d:9bb5:3f00:93a1,2600:9000:2247:1600:d:9bb5:3f00:93a1",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"18.66.218.115: (ASN=0, Country=0, Description=0); 18.66.218.90: (ASN=0, Country=0, Description=0); 18.66.218.122: (ASN=0, Country=0, Description=0); 18.66.218.74: (ASN=0, Country=0, Description=0); ",Good
entercom.ui.adswizz.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
pubgvestifalfrost.dnset.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
wordczarmedia.com,0,1,2,2,2,35.238.157.136,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"35.238.157.136: (ASN=2, Country=2, Description=2); ",Good
aviach.beta.travelpayouts.com,0,1,2,2,2,213.133.122.20,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"213.133.122.20: (ASN=2, Country=2, Description=2); ",Good
traf.spb.ru,1,2,2,2,2,,,,,1,1,1,0,2,0,1,0,1,2,2,2,0,0,,Warning
12x-no.leadpages.co,0,1,2,2,2,35.202.21.90,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"35.202.21.90: (ASN=2, Country=2, Description=2); ",Good
rozhan-hse.com,0,2,2,2,1,,,,"""google-site-verification=nVjsjGG5hwOy4s0LRkHrx3AqvyIft88Yu9Cxp97hb2M"",""v=spf1 ip4:212.33.203.165 +a +mx +ip4:185.231.115.179 +ip4:135.181.136.157 +ip4:65.21.161.201 +ip4:185.132.82.130 +ip4:185.132.82.186 +ip4:95.81.81.198 +ip4:136.243.132.153 +ip4:136.243.132.130 -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
wirtualne-targowisko.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
simultaantoren.duckdns.org,0,2,2,1,1,,,50 simultaantoren.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
oinknetworks.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
italasebastianifotografia.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
prometheus.acceptance.scrms.eng.aws.grail.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
adwords.appliedsemantics.com,1,2,1,2,2,,"2a00:1450:400c:c0a::64,2a00:1450:400c:c0a::66,2a00:1450:400c:c0a::71,2a00:1450:400c:c0a::65",,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
ww35.tranformise.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
blues.ulitron.ru,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
tm401.infusionsoft.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www1.notifpushnext.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
hdtvcasting.online,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
www.xixidy11.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
eurohackexpert.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
888whyroof.com,0,1,2,1,2,"3.33.130.190,15.197.148.33",,"10 mailstore1.secureserver.net.,0 smtp.secureserver.net.",,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"3.33.130.190: (ASN=0, Country=0, Description=0); 15.197.148.33: (ASN=0, Country=0, Description=0); ",Good
flightsfriendly.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
server11.godespra.com,0,1,1,1,2,0.0.0.0,::,"10 mx2.godespra.com.,10 mx1.godespra.com.",,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
ww25.mvideo.lapakdewa.info,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
www.growth-ibc.space,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
streaming-illimite2.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.maktabkhoone.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
mancitytreble.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
grlsgroup.ru,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
301-ffy-158.mktoweb.com,0,1,2,2,2,"104.16.94.80,104.16.95.80,104.16.96.80,104.16.93.80,104.16.92.80",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.16.94.80: (ASN=2, Country=2, Description=2); 104.16.95.80: (ASN=0, Country=0, Description=0); 104.16.96.80: (ASN=0, Country=0, Description=0); 104.16.93.80: (ASN=0, Country=0, Description=0); 104.16.92.80: (ASN=0, Country=0, Description=0); ",Good
medrol.ru,1,2,2,2,2,,,,,0,0,0,0,1,2,1,2,1,2,2,2,0,0,,Suspicious
chatgpt.dai2yutou.space,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
yetinl.duckdns.org,0,1,2,1,1,84.82.116.78,,50 yetinl.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"84.82.116.78: (ASN=2, Country=2, Description=2); ",Good
www.e-fakt24.eu,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
docker.mktossl.com,1,1,2,2,2,"104.17.72.206,104.17.71.206,104.17.73.206,104.17.74.206,104.17.70.206",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"104.17.72.206: (ASN=0, Country=0, Description=0); 104.17.71.206: (ASN=0, Country=0, Description=0); 104.17.73.206: (ASN=2, Country=2, Description=2); 104.17.74.206: (ASN=0, Country=0, Description=0); 104.17.70.206: (ASN=2, Country=2, Description=2); ",Suspicious
faceb00k1.repl.co,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ghcpi.la4-c4-ia2.salesforceliveagent.com,0,1,2,2,2,"136.146.26.77,136.146.19.77,136.146.17.77",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"136.146.26.77: (ASN=0, Country=0, Description=0); 136.146.19.77: (ASN=0, Country=0, Description=0); 136.146.17.77: (ASN=0, Country=0, Description=0); ",Good
mail.buyerpanelmano1.duckdns.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
facebookvinna.duckdns.org,0,1,2,1,1,192.169.69.26,,50 facebookvinna.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=0, Country=0, Description=0); ",Good
cdnorigin.betfair.com,0,1,2,2,2,"104.19.153.16,104.19.154.16",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.19.153.16: (ASN=0, Country=0, Description=0); 104.19.154.16: (ASN=0, Country=0, Description=0); ",Good
log.angelicabrown.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
suovxtrspk.duckdns.org,0,1,2,1,1,185.161.70.91,,50 suovxtrspk.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"185.161.70.91: (ASN=2, Country=2, Description=2); ",Good
mxs.ctasnet.com,0,1,2,2,2,127.0.0.1,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"127.0.0.1: (ASN=2, Country=2, Description=2); ",Good
jordanius.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
group-win.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
qadtkdlqlemf.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
39ad9.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.47.224,13.110.65.224,13.110.45.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.47.224: (ASN=0, Country=0, Description=0); 13.110.65.224: (ASN=0, Country=0, Description=0); 13.110.45.224: (ASN=2, Country=2, Description=2); ",Good
fitness-india.xyz,1,2,2,1,2,,,"0 mx4.beavis99.com.,0 mx4.beavis99.net.",,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
p48.cedexis-test.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
2m0ek.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.47.224,13.110.65.224,13.110.46.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.47.224: (ASN=0, Country=0, Description=0); 13.110.65.224: (ASN=0, Country=0, Description=0); 13.110.46.224: (ASN=0, Country=0, Description=0); ",Good
8s4.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.47.224,13.110.65.224,13.110.45.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.47.224: (ASN=0, Country=0, Description=0); 13.110.65.224: (ASN=0, Country=0, Description=0); 13.110.45.224: (ASN=0, Country=0, Description=0); ",Good
segment-builder-api.stage.atv.smartclip.net,1,2,2,2,1,,,,"""heritage=external-dns,external-dns/owner=aws-ew1-1,external-dns/resource=ingress/atv-stage/cm-acme-http-solver-hwl9k""",0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
